experiment;subject;condition;conditionC;totalTrialNum;totalTrialNumC;blockNum;imageName;isRight
1A;p1333;low;-0.5;7;;1;hb3.png;0
1A;p1333;low;-0.5;11;;2;ha1.png;1
1A;p1333;low;-0.5;14;;2;ha1.png;1
1A;p1333;low;-0.5;12;;2;ha2.png;1
1A;p1333;low;-0.5;15;;2;ha3.png;1
1A;p1333;low;-0.5;13;;2;hb1.png;1
1A;p1333;low;-0.5;9;;2;hb1.png;1
1A;p1333;low;-0.5;10;;2;hb2.png;1
1A;p1333;low;-0.5;8;;2;hb3.png;1
1A;p1333;low;-0.5;19;;3;ha1.png;1
1A;p1333;low;-0.5;16;;3;ha1.png;1
1A;p1333;low;-0.5;21;;3;ha2.png;1
1A;p1333;low;-0.5;22;;3;ha3.png;1
1A;p1333;low;-0.5;23;;3;hb1.png;1
1A;p1333;low;-0.5;20;;3;hb1.png;1
1A;p1333;low;-0.5;17;;3;hb2.png;1
1A;p1333;low;-0.5;18;;3;hb3.png;1
1A;p1339;low;-0.5;0;;1;ha1.png;1
1A;p1339;low;-0.5;3;;1;ha1.png;1
1A;p1339;low;-0.5;7;;1;ha2.png;1
1A;p1339;low;-0.5;1;;1;ha3.png;0
1A;p1339;low;-0.5;5;;1;hb1.png;1
1A;p1339;low;-0.5;6;;1;hb1.png;1
1A;p1339;low;-0.5;2;;1;hb2.png;0
1A;p1339;low;-0.5;4;;1;hb3.png;1
1A;p1339;low;-0.5;10;;2;ha1.png;1
1A;p1339;low;-0.5;8;;2;ha1.png;1
1A;p1339;low;-0.5;9;;2;ha2.png;1
1A;p1339;low;-0.5;15;;2;ha3.png;1
1A;p1339;low;-0.5;12;;2;hb1.png;1
1A;p1339;low;-0.5;11;;2;hb1.png;1
1A;p1339;low;-0.5;13;;2;hb2.png;0
1A;p1339;low;-0.5;14;;2;hb3.png;1
1A;p1339;low;-0.5;18;;3;ha1.png;1
1A;p1339;low;-0.5;21;;3;ha1.png;1
1A;p1339;low;-0.5;17;;3;ha2.png;1
1A;p1339;low;-0.5;19;;3;ha3.png;1
1A;p1339;low;-0.5;22;;3;hb1.png;1
1A;p1339;low;-0.5;20;;3;hb1.png;1
1A;p1339;low;-0.5;23;;3;hb2.png;0
1A;p1339;low;-0.5;16;;3;hb3.png;1
1A;p1342;low;-0.5;3;;1;ha1.png;1
1A;p1342;low;-0.5;0;;1;ha1.png;0
1A;p1342;low;-0.5;5;;1;ha2.png;1
1A;p1342;low;-0.5;2;;1;ha3.png;1
1A;p1342;low;-0.5;1;;1;hb1.png;1
1A;p1342;low;-0.5;6;;1;hb1.png;1
1A;p1342;low;-0.5;4;;1;hb2.png;1
1A;p1342;low;-0.5;7;;1;hb3.png;1
1A;p1342;low;-0.5;12;;2;ha1.png;1
1A;p1342;low;-0.5;15;;2;ha1.png;1
1A;p1342;low;-0.5;10;;2;ha2.png;1
1A;p1342;low;-0.5;8;;2;ha3.png;1
1A;p1342;low;-0.5;14;;2;hb1.png;1
1A;p1342;low;-0.5;13;;2;hb1.png;1
1A;p1342;low;-0.5;11;;2;hb2.png;0
1A;p1342;low;-0.5;9;;2;hb3.png;1
1A;p1342;low;-0.5;20;;3;ha1.png;1
1A;p1342;low;-0.5;21;;3;ha1.png;1
1A;p1342;low;-0.5;16;;3;ha2.png;1
1A;p1342;low;-0.5;19;;3;ha3.png;1
1A;p1342;low;-0.5;22;;3;hb1.png;1
1A;p1342;low;-0.5;17;;3;hb1.png;1
1A;p1342;low;-0.5;23;;3;hb2.png;1
1A;p1342;low;-0.5;18;;3;hb3.png;1
1A;p1347;high;0.5;0;;1;ha1.png;1
1A;p1347;high;0.5;6;;1;ha1.png;1
1A;p1347;high;0.5;2;;1;ha2.png;1
1A;p1347;high;0.5;5;;1;ha3.png;1
1A;p1347;high;0.5;7;;1;hb1.png;1
1A;p1347;high;0.5;4;;1;hb1.png;1
1A;p1347;high;0.5;1;;1;hb2.png;1
1A;p1347;high;0.5;3;;1;hb3.png;1
1A;p1347;high;0.5;9;;2;ha1.png;1
1A;p1347;high;0.5;14;;2;ha1.png;1
1A;p1347;high;0.5;10;;2;ha2.png;1
1A;p1347;high;0.5;8;;2;ha3.png;1
1A;p1347;high;0.5;12;;2;hb1.png;1
1A;p1347;high;0.5;15;;2;hb1.png;1
1A;p1347;high;0.5;13;;2;hb2.png;1
1A;p1347;high;0.5;11;;2;hb3.png;1
1A;p1347;high;0.5;20;;3;ha1.png;1
1A;p1347;high;0.5;16;;3;ha1.png;1
1A;p1347;high;0.5;18;;3;ha2.png;1
1A;p1347;high;0.5;23;;3;ha3.png;1
1A;p1347;high;0.5;21;;3;hb1.png;1
1A;p1347;high;0.5;17;;3;hb1.png;1
1A;p1347;high;0.5;22;;3;hb2.png;1
1A;p1347;high;0.5;19;;3;hb3.png;1
1A;p1353;high;0.5;7;;1;ha1.png;1
1A;p1353;high;0.5;0;;1;ha1.png;1
1A;p1353;high;0.5;2;;1;ha2.png;1
1A;p1353;high;0.5;3;;1;ha3.png;0
1A;p1353;high;0.5;1;;1;hb1.png;1
1A;p1353;high;0.5;6;;1;hb1.png;1
1A;p1353;high;0.5;5;;1;hb2.png;1
1A;p1353;high;0.5;4;;1;hb3.png;1
1A;p1353;high;0.5;14;;2;ha1.png;1
1A;p1353;high;0.5;11;;2;ha1.png;1
1A;p1353;high;0.5;12;;2;ha2.png;1
1A;p1353;high;0.5;15;;2;ha3.png;1
1A;p1353;high;0.5;10;;2;hb1.png;1
1A;p1353;high;0.5;8;;2;hb1.png;1
1A;p1353;high;0.5;13;;2;hb2.png;1
1A;p1353;high;0.5;9;;2;hb3.png;1
1A;p1353;high;0.5;22;;3;ha1.png;1
1A;p1353;high;0.5;17;;3;ha1.png;1
1A;p1353;high;0.5;21;;3;ha2.png;1
1A;p1353;high;0.5;20;;3;ha3.png;1
1A;p1353;high;0.5;18;;3;hb1.png;1
1A;p1353;high;0.5;19;;3;hb1.png;1
1A;p1353;high;0.5;23;;3;hb2.png;1
1A;p1353;high;0.5;16;;3;hb3.png;1
1A;p1358;low;-0.5;1;;1;ha1.png;0
1A;p1358;low;-0.5;6;;1;ha1.png;1
1A;p1358;low;-0.5;7;;1;ha2.png;1
1A;p1358;low;-0.5;0;;1;ha3.png;1
1A;p1358;low;-0.5;2;;1;hb1.png;1
1A;p1358;low;-0.5;4;;1;hb1.png;0
1A;p1358;low;-0.5;3;;1;hb2.png;0
1A;p1358;low;-0.5;5;;1;hb3.png;1
1A;p1358;low;-0.5;11;;2;ha1.png;0
1A;p1358;low;-0.5;13;;2;ha1.png;1
1A;p1358;low;-0.5;12;;2;ha2.png;1
1A;p1358;low;-0.5;10;;2;ha3.png;1
1A;p1358;low;-0.5;14;;2;hb1.png;0
1A;p1358;low;-0.5;8;;2;hb1.png;1
1A;p1358;low;-0.5;9;;2;hb2.png;1
1A;p1358;low;-0.5;15;;2;hb3.png;1
1A;p1358;low;-0.5;22;;3;ha1.png;1
1A;p1358;low;-0.5;20;;3;ha1.png;0
1A;p1358;low;-0.5;16;;3;ha2.png;0
1A;p1358;low;-0.5;21;;3;ha3.png;1
1A;p1358;low;-0.5;18;;3;hb1.png;0
1A;p1358;low;-0.5;17;;3;hb1.png;0
1A;p1358;low;-0.5;23;;3;hb2.png;1
1A;p1358;low;-0.5;19;;3;hb3.png;1
1A;p1409;high;0.5;3;;1;ha1.png;0
1A;p1409;high;0.5;1;;1;ha1.png;1
1A;p1409;high;0.5;7;;1;ha2.png;1
1A;p1409;high;0.5;5;;1;ha3.png;0
1A;p1409;high;0.5;6;;1;hb1.png;0
1A;p1409;high;0.5;4;;1;hb1.png;0
1A;p1409;high;0.5;2;;1;hb2.png;0
1A;p1409;high;0.5;0;;1;hb3.png;1
1A;p1409;high;0.5;9;;2;ha1.png;1
1A;p1409;high;0.5;12;;2;ha1.png;1
1A;p1409;high;0.5;15;;2;ha2.png;1
1A;p1409;high;0.5;13;;2;ha3.png;0
1A;p1409;high;0.5;11;;2;hb1.png;0
1A;p1409;high;0.5;14;;2;hb1.png;1
1A;p1409;high;0.5;8;;2;hb2.png;1
1A;p1409;high;0.5;10;;2;hb3.png;1
1A;p1409;high;0.5;23;;3;ha1.png;1
1A;p1409;high;0.5;19;;3;ha1.png;1
1A;p1409;high;0.5;21;;3;ha2.png;1
1A;p1409;high;0.5;16;;3;ha3.png;0
1A;p1409;high;0.5;22;;3;hb1.png;1
1A;p1409;high;0.5;17;;3;hb1.png;1
1A;p1409;high;0.5;18;;3;hb2.png;0
1A;p1409;high;0.5;20;;3;hb3.png;0
1A;p1413;low;-0.5;1;;1;ha1.png;1
1A;p1413;low;-0.5;3;;1;ha1.png;1
1A;p1413;low;-0.5;2;;1;ha2.png;0
1A;p1413;low;-0.5;5;;1;ha3.png;0
1A;p1413;low;-0.5;7;;1;hb1.png;1
1A;p1413;low;-0.5;6;;1;hb1.png;1
1A;p1413;low;-0.5;4;;1;hb2.png;0
1A;p1413;low;-0.5;0;;1;hb3.png;1
1A;p1413;low;-0.5;15;;2;ha1.png;1
1A;p1413;low;-0.5;8;;2;ha1.png;1
1A;p1413;low;-0.5;12;;2;ha2.png;0
1A;p1413;low;-0.5;11;;2;ha3.png;1
1A;p1413;low;-0.5;14;;2;hb1.png;1
1A;p1413;low;-0.5;13;;2;hb1.png;1
1A;p1413;low;-0.5;10;;2;hb2.png;0
1A;p1413;low;-0.5;9;;2;hb3.png;1
1A;p1413;low;-0.5;16;;3;ha1.png;1
1A;p1413;low;-0.5;22;;3;ha1.png;1
1A;p1413;low;-0.5;20;;3;ha2.png;0
1A;p1413;low;-0.5;23;;3;ha3.png;0
1A;p1413;low;-0.5;21;;3;hb1.png;0
1A;p1413;low;-0.5;17;;3;hb1.png;1
1A;p1413;low;-0.5;18;;3;hb2.png;0
1A;p1413;low;-0.5;19;;3;hb3.png;1
1A;p1417;low;-0.5;0;;1;ha1.png;0
1A;p1417;low;-0.5;2;;1;ha1.png;1
1A;p1417;low;-0.5;3;;1;ha2.png;0
1A;p1417;low;-0.5;7;;1;ha3.png;1
1A;p1417;low;-0.5;1;;1;hb1.png;1
1A;p1417;low;-0.5;6;;1;hb1.png;1
1A;p1417;low;-0.5;5;;1;hb2.png;1
1A;p1417;low;-0.5;4;;1;hb3.png;0
1A;p1417;low;-0.5;11;;2;ha1.png;1
1A;p1417;low;-0.5;12;;2;ha1.png;1
1A;p1417;low;-0.5;14;;2;ha2.png;1
1A;p1417;low;-0.5;9;;2;ha3.png;1
1A;p1417;low;-0.5;13;;2;hb1.png;1
1A;p1417;low;-0.5;15;;2;hb1.png;1
1A;p1417;low;-0.5;8;;2;hb2.png;1
1A;p1417;low;-0.5;10;;2;hb3.png;1
1A;p1417;low;-0.5;17;;3;ha1.png;1
1A;p1417;low;-0.5;19;;3;ha1.png;1
1A;p1417;low;-0.5;21;;3;ha2.png;1
1A;p1417;low;-0.5;23;;3;ha3.png;1
1A;p1417;low;-0.5;16;;3;hb1.png;1
1A;p1417;low;-0.5;20;;3;hb1.png;1
1A;p1417;low;-0.5;18;;3;hb2.png;1
1A;p1417;low;-0.5;22;;3;hb3.png;1
1A;p1426;high;0.5;1;;1;ha1.png;1
1A;p1426;high;0.5;7;;1;ha1.png;1
1A;p1426;high;0.5;6;;1;ha2.png;0
1A;p1426;high;0.5;5;;1;ha3.png;0
1A;p1426;high;0.5;4;;1;hb1.png;1
1A;p1426;high;0.5;3;;1;hb1.png;1
1A;p1426;high;0.5;0;;1;hb2.png;0
1A;p1426;high;0.5;2;;1;hb3.png;1
1A;p1426;high;0.5;13;;2;ha1.png;1
1A;p1426;high;0.5;15;;2;ha1.png;1
1A;p1426;high;0.5;14;;2;ha2.png;0
1A;p1426;high;0.5;12;;2;ha3.png;0
1A;p1426;high;0.5;9;;2;hb1.png;1
1A;p1426;high;0.5;10;;2;hb1.png;0
1A;p1426;high;0.5;11;;2;hb2.png;1
1A;p1426;high;0.5;8;;2;hb3.png;0
1A;p1426;high;0.5;17;;3;ha1.png;1
1A;p1426;high;0.5;23;;3;ha1.png;1
1A;p1426;high;0.5;20;;3;ha2.png;0
1A;p1426;high;0.5;22;;3;ha3.png;0
1A;p1426;high;0.5;21;;3;hb1.png;1
1A;p1426;high;0.5;18;;3;hb1.png;0
1A;p1426;high;0.5;16;;3;hb2.png;1
1A;p1426;high;0.5;19;;3;hb3.png;1
1A;p1435;high;0.5;2;;1;ha1.png;1
1A;p1435;high;0.5;6;;1;ha1.png;1
1A;p1435;high;0.5;4;;1;ha2.png;1
1A;p1435;high;0.5;7;;1;ha3.png;1
1A;p1435;high;0.5;5;;1;hb1.png;1
1A;p1435;high;0.5;0;;1;hb1.png;0
1A;p1435;high;0.5;3;;1;hb2.png;1
1A;p1435;high;0.5;1;;1;hb3.png;1
1A;p1435;high;0.5;9;;2;ha1.png;0
1A;p1435;high;0.5;10;;2;ha1.png;1
1A;p1435;high;0.5;13;;2;ha2.png;1
1A;p1435;high;0.5;8;;2;ha3.png;1
1A;p1435;high;0.5;11;;2;hb1.png;1
1A;p1435;high;0.5;14;;2;hb1.png;1
1A;p1435;high;0.5;15;;2;hb2.png;0
1A;p1435;high;0.5;12;;2;hb3.png;1
1A;p1435;high;0.5;19;;3;ha1.png;1
1A;p1435;high;0.5;16;;3;ha1.png;1
1A;p1435;high;0.5;17;;3;ha2.png;1
1A;p1435;high;0.5;21;;3;ha3.png;1
1A;p1435;high;0.5;18;;3;hb1.png;1
1A;p1435;high;0.5;20;;3;hb1.png;1
1A;p1435;high;0.5;23;;3;hb2.png;1
1A;p1435;high;0.5;22;;3;hb3.png;1
1A;p1444;low;-0.5;1;;1;ha1.png;1
1A;p1444;low;-0.5;7;;1;ha1.png;1
1A;p1444;low;-0.5;4;;1;ha2.png;1
1A;p1444;low;-0.5;0;;1;ha3.png;1
1A;p1444;low;-0.5;5;;1;hb1.png;1
1A;p1444;low;-0.5;2;;1;hb1.png;1
1A;p1444;low;-0.5;6;;1;hb2.png;0
1A;p1444;low;-0.5;3;;1;hb3.png;1
1A;p1444;low;-0.5;10;;2;ha1.png;1
1A;p1444;low;-0.5;9;;2;ha1.png;1
1A;p1444;low;-0.5;14;;2;ha2.png;1
1A;p1444;low;-0.5;8;;2;ha3.png;1
1A;p1444;low;-0.5;11;;2;hb1.png;1
1A;p1444;low;-0.5;15;;2;hb1.png;1
1A;p1444;low;-0.5;13;;2;hb2.png;1
1A;p1444;low;-0.5;12;;2;hb3.png;1
1A;p1444;low;-0.5;17;;3;ha1.png;1
1A;p1444;low;-0.5;16;;3;ha1.png;1
1A;p1444;low;-0.5;19;;3;ha2.png;1
1A;p1444;low;-0.5;20;;3;ha3.png;1
1A;p1444;low;-0.5;21;;3;hb1.png;1
1A;p1444;low;-0.5;23;;3;hb1.png;1
1A;p1444;low;-0.5;22;;3;hb2.png;1
1A;p1444;low;-0.5;18;;3;hb3.png;1
1A;p1451;low;-0.5;0;;1;ha1.png;1
1A;p1451;low;-0.5;1;;1;ha1.png;1
1A;p1451;low;-0.5;4;;1;ha2.png;0
1A;p1451;low;-0.5;3;;1;ha3.png;0
1A;p1451;low;-0.5;2;;1;hb1.png;1
1A;p1451;low;-0.5;6;;1;hb1.png;1
1A;p1451;low;-0.5;5;;1;hb2.png;0
1A;p1451;low;-0.5;7;;1;hb3.png;0
1A;p1451;low;-0.5;15;;2;ha1.png;1
1A;p1451;low;-0.5;14;;2;ha1.png;1
1A;p1451;low;-0.5;13;;2;ha2.png;1
1A;p1451;low;-0.5;9;;2;ha3.png;1
1A;p1451;low;-0.5;10;;2;hb1.png;1
1A;p1451;low;-0.5;8;;2;hb1.png;1
1A;p1451;low;-0.5;12;;2;hb2.png;0
1A;p1451;low;-0.5;11;;2;hb3.png;0
1A;p1451;low;-0.5;19;;3;ha1.png;1
1A;p1451;low;-0.5;16;;3;ha1.png;1
1A;p1451;low;-0.5;21;;3;ha2.png;1
1A;p1451;low;-0.5;22;;3;ha3.png;1
1A;p1451;low;-0.5;20;;3;hb1.png;1
1A;p1451;low;-0.5;18;;3;hb1.png;1
1A;p1451;low;-0.5;23;;3;hb2.png;1
1A;p1451;low;-0.5;17;;3;hb3.png;1
1A;p1453;high;0.5;7;;1;ha1.png;1
1A;p1453;high;0.5;4;;1;ha1.png;1
1A;p1453;high;0.5;5;;1;ha2.png;1
1A;p1453;high;0.5;1;;1;ha3.png;0
1A;p1453;high;0.5;2;;1;hb1.png;1
1A;p1453;high;0.5;3;;1;hb1.png;1
1A;p1453;high;0.5;6;;1;hb2.png;1
1A;p1453;high;0.5;0;;1;hb3.png;1
1A;p1453;high;0.5;8;;2;ha1.png;1
1A;p1453;high;0.5;13;;2;ha1.png;1
1A;p1453;high;0.5;15;;2;ha2.png;1
1A;p1453;high;0.5;10;;2;ha3.png;1
1A;p1453;high;0.5;9;;2;hb1.png;1
1A;p1453;high;0.5;12;;2;hb1.png;0
1A;p1453;high;0.5;11;;2;hb2.png;1
1A;p1453;high;0.5;14;;2;hb3.png;1
1A;p1453;high;0.5;23;;3;ha1.png;1
1A;p1453;high;0.5;18;;3;ha1.png;1
1A;p1453;high;0.5;19;;3;ha2.png;1
1A;p1453;high;0.5;16;;3;ha3.png;1
1A;p1453;high;0.5;21;;3;hb1.png;1
1A;p1453;high;0.5;20;;3;hb1.png;1
1A;p1453;high;0.5;17;;3;hb2.png;1
1A;p1453;high;0.5;22;;3;hb3.png;1
1A;p1514;high;0.5;3;;1;ha1.png;1
1A;p1514;high;0.5;0;;1;ha1.png;1
1A;p1514;high;0.5;6;;1;ha2.png;1
1A;p1514;high;0.5;1;;1;ha3.png;0
1A;p1514;high;0.5;7;;1;hb1.png;1
1A;p1514;high;0.5;5;;1;hb1.png;1
1A;p1514;high;0.5;2;;1;hb2.png;1
1A;p1514;high;0.5;4;;1;hb3.png;0
1A;p1514;high;0.5;13;;2;ha1.png;1
1A;p1514;high;0.5;12;;2;ha1.png;1
1A;p1514;high;0.5;11;;2;ha2.png;1
1A;p1514;high;0.5;14;;2;ha3.png;0
1A;p1514;high;0.5;10;;2;hb1.png;1
1A;p1514;high;0.5;9;;2;hb1.png;1
1A;p1514;high;0.5;15;;2;hb2.png;0
1A;p1514;high;0.5;8;;2;hb3.png;0
1A;p1514;high;0.5;18;;3;ha1.png;1
1A;p1514;high;0.5;17;;3;ha1.png;1
1A;p1514;high;0.5;20;;3;ha2.png;1
1A;p1514;high;0.5;23;;3;ha3.png;1
1A;p1514;high;0.5;21;;3;hb1.png;1
1A;p1514;high;0.5;19;;3;hb1.png;1
1A;p1514;high;0.5;16;;3;hb2.png;1
1A;p1514;high;0.5;22;;3;hb3.png;0
1A;pp1514;low;-0.5;5;;1;ha1.png;1
1A;pp1514;low;-0.5;2;;1;ha1.png;1
1A;pp1514;low;-0.5;3;;1;ha2.png;1
1A;pp1514;low;-0.5;1;;1;ha3.png;0
1A;pp1514;low;-0.5;7;;1;hb1.png;1
1A;pp1514;low;-0.5;6;;1;hb1.png;1
1A;pp1514;low;-0.5;0;;1;hb2.png;0
1A;pp1514;low;-0.5;4;;1;hb3.png;0
1A;pp1514;low;-0.5;11;;2;ha1.png;1
1A;pp1514;low;-0.5;14;;2;ha1.png;1
1A;pp1514;low;-0.5;9;;2;ha2.png;1
1A;pp1514;low;-0.5;10;;2;ha3.png;1
1A;pp1514;low;-0.5;13;;2;hb1.png;1
1A;pp1514;low;-0.5;12;;2;hb1.png;1
1A;pp1514;low;-0.5;15;;2;hb2.png;1
1A;pp1514;low;-0.5;8;;2;hb3.png;1
1A;pp1514;low;-0.5;18;;3;ha1.png;1
1A;pp1514;low;-0.5;17;;3;ha1.png;1
1A;pp1514;low;-0.5;23;;3;ha2.png;1
1A;pp1514;low;-0.5;20;;3;ha3.png;1
1A;pp1514;low;-0.5;16;;3;hb1.png;1
1A;pp1514;low;-0.5;21;;3;hb1.png;1
1A;pp1514;low;-0.5;22;;3;hb2.png;0
1A;pp1514;low;-0.5;19;;3;hb3.png;0
1A;p1523;low;-0.5;5;;1;ha1.png;1
1A;p1523;low;-0.5;4;;1;ha1.png;1
1A;p1523;low;-0.5;1;;1;ha2.png;1
1A;p1523;low;-0.5;3;;1;ha3.png;1
1A;p1523;low;-0.5;2;;1;hb1.png;1
1A;p1523;low;-0.5;7;;1;hb1.png;1
1A;p1523;low;-0.5;0;;1;hb2.png;1
1A;p1523;low;-0.5;6;;1;hb3.png;1
1A;p1523;low;-0.5;11;;2;ha1.png;1
1A;p1523;low;-0.5;15;;2;ha1.png;1
1A;p1523;low;-0.5;9;;2;ha2.png;1
1A;p1523;low;-0.5;12;;2;ha3.png;1
1A;p1523;low;-0.5;13;;2;hb1.png;1
1A;p1523;low;-0.5;8;;2;hb1.png;1
1A;p1523;low;-0.5;10;;2;hb2.png;1
1A;p1523;low;-0.5;14;;2;hb3.png;0
1A;p1523;low;-0.5;23;;3;ha1.png;1
1A;p1523;low;-0.5;17;;3;ha1.png;1
1A;p1523;low;-0.5;22;;3;ha2.png;1
1A;p1523;low;-0.5;20;;3;ha3.png;1
1A;p1523;low;-0.5;19;;3;hb1.png;1
1A;p1523;low;-0.5;18;;3;hb1.png;1
1A;p1523;low;-0.5;21;;3;hb2.png;1
1A;p1523;low;-0.5;16;;3;hb3.png;1
1A;p1527;high;0.5;1;;1;ha1.png;1
1A;p1527;high;0.5;5;;1;ha1.png;1
1A;p1527;high;0.5;7;;1;ha2.png;1
1A;p1527;high;0.5;2;;1;ha3.png;1
1A;p1527;high;0.5;0;;1;hb1.png;0
1A;p1527;high;0.5;3;;1;hb1.png;1
1A;p1527;high;0.5;4;;1;hb2.png;1
1A;p1527;high;0.5;6;;1;hb3.png;1
1A;p1527;high;0.5;14;;2;ha1.png;1
1A;p1527;high;0.5;15;;2;ha1.png;1
1A;p1527;high;0.5;12;;2;ha2.png;1
1A;p1527;high;0.5;13;;2;ha3.png;1
1A;p1527;high;0.5;10;;2;hb1.png;1
1A;p1527;high;0.5;9;;2;hb1.png;1
1A;p1527;high;0.5;8;;2;hb2.png;1
1A;p1527;high;0.5;11;;2;hb3.png;1
1A;p1527;high;0.5;23;;3;ha1.png;1
1A;p1527;high;0.5;16;;3;ha1.png;1
1A;p1527;high;0.5;17;;3;ha2.png;1
1A;p1527;high;0.5;18;;3;ha3.png;1
1A;p1527;high;0.5;20;;3;hb1.png;1
1A;p1527;high;0.5;19;;3;hb1.png;1
1A;p1527;high;0.5;21;;3;hb2.png;1
1A;p1527;high;0.5;22;;3;hb3.png;1
1A;p1533;high;0.5;0;;1;ha1.png;1
1A;p1533;high;0.5;5;;1;ha1.png;1
1A;p1533;high;0.5;2;;1;ha2.png;1
1A;p1533;high;0.5;3;;1;ha3.png;0
1A;p1533;high;0.5;7;;1;hb1.png;1
1A;p1533;high;0.5;6;;1;hb1.png;1
1A;p1533;high;0.5;1;;1;hb2.png;1
1A;p1533;high;0.5;4;;1;hb3.png;1
1A;p1533;high;0.5;12;;2;ha1.png;1
1A;p1533;high;0.5;14;;2;ha1.png;1
1A;p1533;high;0.5;10;;2;ha2.png;1
1A;p1533;high;0.5;13;;2;ha3.png;1
1A;p1533;high;0.5;15;;2;hb1.png;1
1A;p1533;high;0.5;9;;2;hb1.png;1
1A;p1533;high;0.5;8;;2;hb2.png;1
1A;p1533;high;0.5;11;;2;hb3.png;1
1A;p1533;high;0.5;23;;3;ha1.png;1
1A;p1533;high;0.5;21;;3;ha1.png;1
1A;p1533;high;0.5;18;;3;ha2.png;1
1A;p1533;high;0.5;22;;3;ha3.png;1
1A;p1533;high;0.5;19;;3;hb1.png;1
1A;p1533;high;0.5;20;;3;hb1.png;1
1A;p1533;high;0.5;17;;3;hb2.png;1
1A;p1533;high;0.5;16;;3;hb3.png;1
1A;p1537;low;-0.5;2;;1;ha1.png;1
1A;p1537;low;-0.5;6;;1;ha1.png;0
1A;p1537;low;-0.5;7;;1;ha2.png;1
1A;p1537;low;-0.5;4;;1;ha3.png;0
1A;p1537;low;-0.5;0;;1;hb1.png;1
1A;p1537;low;-0.5;3;;1;hb1.png;0
1A;p1537;low;-0.5;5;;1;hb2.png;1
1A;p1537;low;-0.5;1;;1;hb3.png;1
1A;p1537;low;-0.5;8;;2;ha1.png;1
1A;p1537;low;-0.5;15;;2;ha1.png;1
1A;p1537;low;-0.5;10;;2;ha2.png;0
1A;p1537;low;-0.5;11;;2;ha3.png;1
1A;p1537;low;-0.5;13;;2;hb1.png;1
1A;p1537;low;-0.5;12;;2;hb1.png;1
1A;p1537;low;-0.5;9;;2;hb2.png;1
1A;p1537;low;-0.5;14;;2;hb3.png;1
1A;p1537;low;-0.5;18;;3;ha1.png;1
1A;p1537;low;-0.5;16;;3;ha1.png;1
1A;p1537;low;-0.5;17;;3;ha2.png;1
1A;p1537;low;-0.5;22;;3;ha3.png;1
1A;p1537;low;-0.5;21;;3;hb1.png;1
1A;p1537;low;-0.5;23;;3;hb1.png;1
1A;p1537;low;-0.5;20;;3;hb2.png;1
1A;p1537;low;-0.5;19;;3;hb3.png;1
1A;p1549;low;-0.5;3;;1;ha1.png;0
1A;p1549;low;-0.5;4;;1;ha1.png;1
1A;p1549;low;-0.5;7;;1;ha2.png;1
1A;p1549;low;-0.5;2;;1;ha3.png;1
1A;p1549;low;-0.5;1;;1;hb1.png;1
1A;p1549;low;-0.5;0;;1;hb1.png;1
1A;p1549;low;-0.5;6;;1;hb2.png;0
1A;p1549;low;-0.5;5;;1;hb3.png;0
1A;p1549;low;-0.5;12;;2;ha1.png;1
1A;p1549;low;-0.5;10;;2;ha1.png;1
1A;p1549;low;-0.5;9;;2;ha2.png;1
1A;p1549;low;-0.5;11;;2;ha3.png;1
1A;p1549;low;-0.5;13;;2;hb1.png;1
1A;p1549;low;-0.5;8;;2;hb1.png;1
1A;p1549;low;-0.5;14;;2;hb2.png;0
1A;p1549;low;-0.5;15;;2;hb3.png;1
1A;p1549;low;-0.5;16;;3;ha1.png;1
1A;p1549;low;-0.5;19;;3;ha1.png;1
1A;p1549;low;-0.5;18;;3;ha2.png;1
1A;p1549;low;-0.5;22;;3;ha3.png;1
1A;p1549;low;-0.5;21;;3;hb1.png;1
1A;p1549;low;-0.5;20;;3;hb1.png;1
1A;p1549;low;-0.5;23;;3;hb2.png;1
1A;p1549;low;-0.5;17;;3;hb3.png;1
1A;p1600;high;0.5;4;;1;ha1.png;1
1A;p1600;high;0.5;6;;1;ha1.png;1
1A;p1600;high;0.5;7;;1;ha2.png;0
1A;p1600;high;0.5;0;;1;ha3.png;1
1A;p1600;high;0.5;5;;1;hb1.png;0
1A;p1600;high;0.5;1;;1;hb1.png;0
1A;p1600;high;0.5;3;;1;hb2.png;1
1A;p1600;high;0.5;2;;1;hb3.png;0
1A;p1600;high;0.5;12;;2;ha1.png;1
1A;p1600;high;0.5;13;;2;ha1.png;1
1A;p1600;high;0.5;15;;2;ha2.png;1
1A;p1600;high;0.5;8;;2;ha3.png;1
1A;p1600;high;0.5;10;;2;hb1.png;1
1A;p1600;high;0.5;11;;2;hb1.png;1
1A;p1600;high;0.5;14;;2;hb2.png;1
1A;p1600;high;0.5;9;;2;hb3.png;1
1A;p1600;high;0.5;22;;3;ha1.png;1
1A;p1600;high;0.5;16;;3;ha1.png;1
1A;p1600;high;0.5;20;;3;ha2.png;1
1A;p1600;high;0.5;21;;3;ha3.png;1
1A;p1600;high;0.5;18;;3;hb1.png;1
1A;p1600;high;0.5;23;;3;hb1.png;1
1A;p1600;high;0.5;17;;3;hb2.png;1
1A;p1600;high;0.5;19;;3;hb3.png;0
1A;p1604;low;-0.5;5;;1;ha1.png;1
1A;p1604;low;-0.5;2;;1;ha1.png;1
1A;p1604;low;-0.5;6;;1;ha2.png;1
